"Type","Crop","Variety","tex1","tex2","tex3","minpH","maxpH","minTemp","maxTemp","minPrep","maxPrep","minAlti","maxAlti","drought_tolerant","pest_tolerant","availability","farmer_preference"
"Cereals","Maize","DH01","LOAM","CLAY LOAM","CLAY","5",8,12,35,300,500,500,1600,0,0,1,0
"Cereals","Maize","DH02","LOAM","CLAY LOAM","CLAY","5",8,12,35,300,500,800,1600,0,0,1,0
"Cereals","Maize","DH03","LOAM","CLAY LOAM","CLAY","5",8,12,35,300,500,800,1600,0,0,1,1
"Cereals","Maize","DH04","LOAM","CLAY LOAM","CLAY","5",8,12,35,300,500,800,1600,0,0,1,0
"Cereals","Maize","DH05","LOAM","CLAY LOAM","CLAY","5",8,12,35,300,500,900,1600,0,0,1,0
"Cereals","Maize","DH06","LOAM","CLAY LOAM","CLAY","5",8,12,35,300,800,900,1500,0,0,1,0
"Cereals","Maize","DH09","LOAM","CLAY LOAM","CLAY","5",8,12,35,300,800,900,1500,0,1,1,0
"Cereals","Maize","DH10","LOAM","CLAY LOAM","CLAY","5",8,12,35,300,800,800,1400,0,1,1,0
"Cereals","Maize","DH11","LOAM","CLAY LOAM","CLAY","5",8,12,35,300,800,800,1400,0,0,1,0
"Cereals","Maize","DH12","LOAM","CLAY LOAM","CLAY","5",8,12,35,300,800,900,1400,0,1,1,0
"Cereals","Maize","DH8","LOAM","CLAY LOAM","CLAY","5",8,12,35,300,800,900,1500,0,0,1,0
"Cereals","Maize","DK 8031","LOAM","CLAY LOAM","CLAY","5",8,12,35,300,800,900,1700,0,1,1,0
"Cereals","Maize","DK 8071","LOAM","CLAY LOAM","CLAY","5",8,12,35,300,800,1500,1700,0,0,1,1
"Cereals","Maize","DKC 8033","LOAM","CLAY LOAM","SILTY LOAM","5.5",8,12,35,700,1000,900,1700,0,1,1,0
"Cereals","Maize","DKC 8053","LOAM","CLAY LOAM","SILTY LOAM","5.5",8,12,35,700,1000,900,1700,0,1,1,1
"Cereals","Maize","DKC 8073","LOAM","CLAY LOAM","SILTY LOAM","5.5",8,12,35,700,1000,1500,1700,0,1,1,0
"Cereals","Maize","DLC","LOAM","CLAY LOAM","CLAY","5",8,12,35,300,800,500,1200,0,0,1,1
"Cereals","Maize","DroughtTEGO WE1101","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,800,1500,1,1,1,1
"Cereals","Maize","DroughtTEGO WE2101","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1000,1800,1,1,1,1
"Cereals","Maize","DroughtTEGO WE2104","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1000,1800,1,1,1,1
"Cereals","Maize","DroughtTEGO WE2106","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,700,1400,1,1,1,1
"Cereals","Maize","DroughtTEGO WE2107","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1000,1800,1,1,1,1
"Cereals","Maize","DroughtTEGO WE2108","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1000,1800,1,1,1,1
"Cereals","Maize","DroughtTEGO WE2110","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,700,1800,1,1,1,1
"Cereals","Maize","DroughtTEGO WE3101","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1000,1800,1,1,1,1
"Cereals","Maize","DroughtTEGO WE3102","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1000,1800,1,1,1,1
"Cereals","Maize","DroughtTEGO WE3104","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1000,1800,1,1,1,1
"Cereals","Maize","DroughtTEGO WE3105","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1000,1800,1,1,1,1
"Cereals","Maize","DroughtTEGO WE3106","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1000,1800,1,1,1,1
"Cereals","Maize","DroughtTEGO WE3205","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1200,1800,1,1,1,1
"Cereals","Maize","DroughtTEGO WE3210","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1200,1800,1,1,1,1
"Cereals","Maize","DroughtTEGO WE4101","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1500,2200,1,1,1,1
"Cereals","Maize","DroughtTEGO WE4104","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1200,1800,1,1,1,1
"Cereals","Maize","DroughtTEGO WE4108","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1000,1800,1,1,1,1
"Cereals","Maize","DroughtTEGO WE4109","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1200,1800,1,1,1,1
"Cereals","Maize","DroughtTEGO WE4115","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1200,1800,1,1,1,1
"Cereals","Maize","DroughtTEGO WE4117","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1200,1800,1,1,1,1
"Cereals","Maize","DroughtTEGO WE4118","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1500,2200,1,1,1,1
"Cereals","Maize","DroughtTEGO WE4119","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1500,2200,1,1,1,1
"Cereals","Maize","DroughtTEGO WE4140","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1400,1700,1,1,1,1
"Cereals","Maize","DroughtTEGO WE4141","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1400,1700,1,1,1,1
"Cereals","Maize","DroughtTEGO WE4142","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1400,1800,1,1,1,1
"Cereals","Maize","DroughtTEGO WE4207","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1200,1800,1,1,1,1
"Cereals","Maize","DroughtTEGO WE4208","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1200,1800,1,1,1,1
"Cereals","Maize","DroughtTEGO WE5117","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1400,2000,1,1,1,1
"Cereals","Maize","DroughtTEGO WE5120","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1400,2000,1,1,1,1
"Cereals","Maize","DroughtTEGO WE5135","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1500,2200,1,1,1,1
"Cereals","Maize","DroughtTEGO WE5138","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1500,2200,1,1,1,1
"Cereals","Maize","DroughtTEGO WE5139","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1500,2200,1,1,1,1
"Cereals","Maize","DroughtTEGO WE5140","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1500,2200,1,1,1,1
"Cereals","Maize","DroughtTEGO WE5202","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1400,2000,1,1,1,1
"Cereals","Maize","DroughtTEGO WE5205","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1400,2000,1,1,1,1
"Cereals","Maize","DroughtTEGO WE5206","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1400,2000,1,1,1,1
"Cereals","Maize","DroughtTEGO WE5210","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1400,2000,1,1,1,1
"Cereals","Maize","DroughtTEGO WE5213","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1400,2000,1,1,1,1
"Cereals","Maize","DroughtTEGO WE5215","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1400,2000,1,1,1,1
"Cereals","Maize","DroughtTEGO WE5218","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1400,2000,1,1,1,1
"Cereals","Maize","DroughtTEGO WE5227","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1400,2000,1,1,1,1
"Cereals","Maize","DroughtTEGO WE5230","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1400,2000,1,1,1,1
"Cereals","Maize","DroughtTEGO WE6101","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1000,1500,1,1,1,1
"Cereals","Maize","DroughtTEGO WE6103","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1400,1600,1,1,1,1
"Cereals","Maize","DroughtTEGO WE6105","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1400,1600,1,1,1,1
"Cereals","Maize","DroughtTEGO WE6106","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1400,1600,1,1,1,1
"Cereals","Maize","DroughtTEGO WE6108","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1000,1500,1,1,1,1
"Cereals","Maize","DroughtTEGO WE6109","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,500,1000,1,1,1,1
"Cereals","Maize","DroughtTEGO WE6110","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1000,1500,1,1,1,1
"Cereals","Maize","DroughtTEGO WE7117","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1000,1500,1,1,1,1
"Cereals","Maize","DroughtTEGO WE7118","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1000,1500,1,1,1,1
"Cereals","Maize","DroughtTEGO WE7119","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1000,1500,1,1,1,1
"Cereals","Maize","Duma 43","LOAM","CLAY LOAM","CLAY","5",8,12,35,450,650,800,1900,0,1,1,NA
"Cereals","Maize","EMBU POA","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,600,900,1200,1800,0,1,1,1
"Cereals","Maize","FH-1202","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,600,1000,1500,0,1,1,1
"Cereals","Maize","FS650","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,950,1500,2300,0,1,1,1
"Cereals","Maize","GAF4","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,800,1100,1250,1,0,1,0
"Cereals","Maize","H511","LOAM","CLAY LOAM","CLAY","5",8,12,35,450,750,1000,1800,0,1,1,0
"Cereals","Maize","H512","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,750,100,1500,0,0,1,0
"Cereals","Maize","H513","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,800,1000,1800,0,0,1,1
"Cereals","Maize","H515","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,800,1000,1800,0,1,1,1
"Cereals","Maize","H516","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,800,1000,1800,0,1,1,1
"Cereals","Maize","H517","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,800,1000,1800,0,0,1,0
"Cereals","Maize","H518","LOAM","CLAY LOAM","CLAY","5",8,12,35,450,700,1400,1700,0,1,1,0
"Cereals","Maize","H519","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,750,1200,1800,0,1,1,1
"Cereals","Maize","H520","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,800,1200,1800,0,1,1,1
"Cereals","Maize","H521","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,750,1200,1800,0,1,1,1
"Cereals","Maize","H522","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,750,1200,1800,0,1,1,1
"Cereals","Maize","H523","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,750,1200,1800,0,1,1,1
"Cereals","Maize","H611D","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,900,1500,2400,0,0,1,1
"Cereals","Maize","H612D","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,1000,1500,2500,0,0,1,1
"Cereals","Maize","H613D","LOAM","CLAY LOAM","CLAY","5",8,12,35,700,1000,2000,2300,0,0,1,1
"Cereals","Maize","H614D","LOAM","CLAY LOAM","CLAY","5",8,12,35,650,1000,1500,2100,0,1,1,1
"Cereals","Maize","H6210","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,1100,1500,2300,0,0,1,0
"Cereals","Maize","H6211","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,950,1500,2300,0,0,1,1
"Cereals","Maize","H6212","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,950,1500,2200,0,1,1,1
"Cereals","Maize","H6213","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,1100,1500,2300,1,0,1,0
"Cereals","Maize","H6218","LOAM","CLAY LOAM","CLAY","5",8,12,35,800,1500,1500,2400,0,0,1,0
"Cereals","Maize","H622","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,900,1500,2400,0,1,1,1
"Cereals","Maize","H623","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,950,1200,1700,0,0,1,1
"Cereals","Maize","H624","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,850,1000,2400,0,1,1,0
"Cereals","Maize","H625","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,1000,1500,2200,0,0,1,1
"Cereals","Maize","H626","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,1000,1500,2100,0,0,1,1
"Cereals","Maize","H627","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,1000,1500,2200,0,0,1,1
"Cereals","Maize","H628","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,1000,1500,2200,0,0,1,1
"Cereals","Maize","H629","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,950,1500,2200,0,0,1,1
"Cereals","Maize","KAT CB","LOAM","CLAY LOAM","CLAY","5",8,12,35,250,500,700,1500,0,0,1,0
"Cereals","Maize","K-BEST","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,600,900,1000,1800,0,1,1,0
"Cereals","Maize","KCB","LOAM","CLAY LOAM","CLAY","5",8,12,35,300,650,700,1500,0,1,1,1
"Cereals","Maize","KDH41408 (Ukamez-4)","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,700,800,1600,1,1,1,0
"Cereals","Maize","KDH41409 (Ukamez-5)","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,700,800,1600,1,1,1,0
"Cereals","Maize","KDH41411 (Ukamez-6)","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,700,1500,2200,1,1,1,0
"Cereals","Maize","KDH4145 (Ukamez-1)","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,700,800,1600,1,1,1,0
"Cereals","Maize","KDH4146 (Ukamez-2)","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,700,800,1600,1,1,1,0
"Cereals","Maize","KDH4147 (Ukamez-3)","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,700,800,1600,1,1,1,0
"Cereals","Maize","KDV1","LOAM","CLAY LOAM","CLAY","5",8,12,35,300,500,400,800,0,0,1,0
"Cereals","Maize","KDV4","LOAM","CLAY LOAM","CLAY","5",8,12,35,300,500,500,1000,0,0,1,0
"Cereals","Maize","KDV6","LOAM","CLAY LOAM","CLAY","5",8,12,35,300,500,500,1000,0,0,1,0
"Cereals","Maize","KH50013E","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,400,900,1200,1600,1,1,1,0
"Cereals","Maize","KH50031A","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,1000,1800,2100,0,1,1,0
"Cereals","Maize","KH50044A","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,700,1500,2100,0,1,1,0
"Cereals","Maize","KH50051A","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,600,900,1400,1600,0,1,1,0
"Cereals","Maize","KH50052A","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,600,900,1200,1400,0,1,1,0
"Cereals","Maize","KH50053A","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,600,900,1200,1400,0,1,1,0
"Cereals","Maize","KH50054A","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,600,900,1600,1800,0,1,1,1
"Cereals","Maize","KH50056A","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,600,900,1600,1800,0,1,1,1
"Cereals","Maize","KH60011D","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,1000,1500,2100,0,0,1,0
"Cereals","Maize","KH60015A","LOAM","CLAY LOAM","CLAY","5",8,12,35,700,1100,1800,2500,0,0,1,1
"Cereals","Maize","KH60016A","LOAM","CLAY LOAM","CLAY","5",8,12,35,700,1100,1800,2500,0,0,1,1
"Cereals","Maize","KH60018A","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,1000,1600,2400,0,0,1,0
"Cereals","Maize","KH60019A","LOAM","CLAY LOAM","CLAY","5",8,12,35,700,1100,1600,2400,0,0,1,0
"Cereals","Maize","KH60020A","LOAM","CLAY LOAM","CLAY","5",8,12,35,700,1100,1800,2300,0,1,1,0
"Cereals","Maize","KH60023A","LOAM","CLAY LOAM","CLAY","5",8,12,35,700,1100,1800,2500,0,0,1,0
"Cereals","Maize","KH60024A","LOAM","CLAY LOAM","CLAY","5",8,12,35,700,1100,1800,2500,0,1,1,0
"Cereals","Maize","KH634A","LOAM","CLAY LOAM","CLAY","5",8,12,35,450,750,1400,1800,0,1,1,0
"Cereals","Maize","KK SYN-2","LOAM","CLAY LOAM","CLAY","5",8,12,35,450,700,1500,1800,0,1,1,0
"Cereals","Maize","KS-DH13","LOAM","CLAY LOAM","CLAY","5",8,12,35,450,700,800,1800,1,1,1,1
"Cereals","Maize","KS-H6214","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,950,1600,2100,0,1,1,0
"Cereals","Maize","KS-H6216","LOAM","CLAY LOAM","SILTY LOAM","5.5",8,12,35,700,1100,1500,2100,0,1,1,1
"Cereals","Maize","KS-H6217","LOAM","CLAY LOAM","SILTY LOAM","5.5",8,12,35,700,1100,1500,2100,0,1,1,1
"Cereals","Maize","KS-H6219","LOAM","CLAY LOAM","SILTY LOAM","5.5",8,12,35,700,1100,1500,2100,0,1,1,1
"Cereals","Maize","KS-H6220","LOAM","CLAY LOAM","CLAY","5",8,12,35,800,1500,1500,2300,0,1,1,0
"Cereals","Maize","KS-H6503","LOAM","CLAY LOAM","CLAY","5",8,12,35,550,800,1300,1900,0,1,1,1
"Cereals","Maize","KS-PH7","LOAM","CLAY LOAM","CLAY","5",8,12,35,650,800,0,1200,1,1,1,0
"Cereals","Maize","KS-TP94","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,750,1350,1800,0,1,1,0
"Cereals","Maize","Lagrotech early","LOAM","CLAY LOAM","CLAY","5",8,12,35,240,450,0,1500,1,1,1,0
"Cereals","Maize","Maseno Double Cobber","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,750,1000,1600,0,0,1,1
"Cereals","Maize","P2848W","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,900,1200,0,1,1,1
"Cereals","Maize","PAMUKA 1","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1000,1600,1,1,1,0
"Cereals","Maize","PAMUKA 2","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1000,1600,1,1,1,0
"Cereals","Maize","Pan 3M05","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,1800,800,1500,1,1,1,0
"Cereals","Maize","Pan 4M-11","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,1800,800,1500,1,1,1,1
"Cereals","Maize","PAN 4M-17","LOAM","CLAY LOAM","CLAY","5",8,12,35,450,700,900,1600,1,0,1,1
"Cereals","Maize","PAN 4M-19","LOAM","CLAY LOAM","CLAY","5",8,12,35,450,700,900,1600,1,0,1,1
"Cereals","Maize","PAN 4M-21","LOAM","CLAY LOAM","CLAY","5",8,12,35,450,700,1000,1600,1,0,1,0
"Cereals","Maize","PAN 4M-23","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,350,800,1000,1200,1,1,1,1
"Cereals","Maize","PAN 5195","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,750,1000,1800,0,1,1,1
"Cereals","Maize","PAN 5243","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,750,800,1800,0,1,1,0
"Cereals","Maize","PAN 5355","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,750,1000,1800,0,1,1,0
"Cereals","Maize","PAN 67","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,750,800,1800,0,1,1,1
"Cereals","Maize","PAN 683","LOAM","CLAY LOAM","CLAY","5",8,12,35,700,1100,1600,2400,0,1,1,1
"Cereals","Maize","PAN 691","LOAM","CLAY LOAM","CLAY","5",8,12,35,700,1100,1600,2400,0,1,1,1
"Cereals","Maize","PAN 77","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,800,800,1800,0,0,1,0
"Cereals","Maize","PAN 7M 83","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,600,1000,1200,1500,0,1,1,1
"Cereals","Maize","PAN 99","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,800,1000,2000,1,1,1,0
"Cereals","Maize","PH1 (Pwani Hybrid)","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,800,0,1200,1,1,1,1
"Cereals","Maize","PH4","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,800,0,1200,0,1,1,0
"Cereals","Maize","PHB30H83","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,1600,1000,2000,0,1,1,0
"Cereals","Maize","Pioneer 2809","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,1800,800,1500,0,0,1,0
"Cereals","Maize","Pioneer 2848","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,1800,800,1500,0,0,1,0
"Cereals","Maize","Pioneer 3253","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,1800,800,1500,0,0,1,0
"Cereals","Maize","Pioneer 3506 W","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,1800,800,1500,0,1,1,0
"Cereals","Maize","Pioneer 3812","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,1800,800,1500,0,0,1,0
"Cereals","Maize","Pioneer 3G-19","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,1800,800,1500,0,0,1,0
"Cereals","Maize","Progene FH-1205","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,600,1000,1500,0,1,1,1
"Cereals","Maize","Progene FH-1208","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,600,1000,1500,0,1,1,1
"Cereals","Maize","Punda Millia","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,1800,800,1500,0,0,1,0
"Cereals","Maize","SC 445","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,350,600,100,1200,1,1,1,0
"Cereals","Maize","SC 447","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,350,600,100,1200,1,1,1,1
"Cereals","Maize","SC 801","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,600,900,1400,1800,0,1,1,1
"Cereals","Maize","SC Duma 41","LOAM","CLAY LOAM","CLAY","5",8,12,35,450,700,800,1800,0,0,1,1
"Cereals","Maize","SC Duma 419","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,600,900,1200,1600,1,1,1,0
"Cereals","Maize","SC Duma 43","LOAM","CLAY LOAM","CLAY","5",8,12,35,450,700,800,1900,1,1,1,1
"Cereals","Maize","SC Pindamilia 55","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,600,900,1000,1400,1,1,1,1
"Cereals","Maize","SC Punda Milia 51","LOAM","CLAY LOAM","CLAY","5",8,12,35,400,650,800,1600,0,1,1,1
"Cereals","Maize","SC Punda Milia 53","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,900,1800,2000,0,1,1,0
"Cereals","Maize","SC Pundamilia 545","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,600,900,1200,1600,1,1,1,0
"Cereals","Maize","SC Simba 63","LOAM","CLAY LOAM","CLAY","5",8,12,35,450,700,900,1800,1,1,1,0
"Cereals","Maize","SC Simba 649","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,600,900,1200,1600,1,1,1,0
"Cereals","Maize","SC Tembo73","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,750,1400,2200,0,1,1,0
"Cereals","Maize","Shukran16","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,600,0,1000,1,1,1,0
"Cereals","Maize","SIFA","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,300,800,1200,1800,1,1,1,1
"Cereals","Maize","Simba","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,1800,800,1500,1,1,1,0
"Cereals","Maize","Sungura","LOAM","CLAY LOAM","CLAY","5",8,12,35,600,1800,800,1500,0,1,1,0
"Cereals","Maize","SY 4150","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,350,900,600,1200,1,1,1,0
"Cereals","Maize","SY 5344","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,350,900,1000,1500,1,1,1,0
"Cereals","Maize","SY 594","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,800,1000,1200,1600,0,1,1,1
"Cereals","Maize","SY 6350","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,350,900,600,1200,1,0,1,0
"Cereals","Maize","SY 6444","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,500,800,1400,1800,0,1,1,1
"Cereals","Maize","SY 6450","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,350,900,600,1200,1,0,1,1
"Cereals","Maize","TS401","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,400,900,1200,1600,0,0,1,1
"Cereals","Maize","WE2109","LOAM","CLAY LOAM","CLAY","5",8,12,35,450,750,0,1000,1,1,1,0
"Cereals","Maize","WE2111","LOAM","CLAY LOAM","CLAY","5",8,12,35,450,750,0,1000,1,1,1,1
"Cereals","Maize","WE3201","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,500,900,1000,1800,0,0,1,1
"Cereals","Maize","WE3202","LOAM","CLAY LOAM","SILTY LOAM","5",8,12,35,500,900,1000,1800,0,0,1,0
"Cereals","Maize","WH 105","LOAM","CLAY LOAM","CLAY","5",8,12,35,450,750,0,1500,1,1,1,0
"Cereals","Maize","WH 403","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,750,1000,1500,0,1,1,0
"Cereals","Maize","WH 501","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,800,1000,2100,0,0,1,0
"Cereals","Maize","WH 505","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,750,500,2100,0,1,1,0
"Cereals","Maize","WH 509","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,750,1000,1700,1,1,1,0
"Cereals","Maize","WH 699","LOAM","CLAY LOAM","CLAY","5",8,12,35,700,1100,1700,2400,0,1,1,0
"Cereals","Maize","WH 904","LOAM","CLAY LOAM","CLAY","5",8,12,35,500,750,1000,1700,0,1,1,0
"Cereals","Maize","WH002","LOAM","CLAY LOAM","CLAY","5",8,12,35,450,750,0,1200,1,1,1,0
"Cereals","Maize","WH003","LOAM","CLAY LOAM","CLAY","5",8,12,35,450,750,0,1000,1,1,1,0
"Cereals","Maize","WH101","LOAM","CLAY LOAM","CLAY","5",8,12,35,450,750,0,1500,1,1,1,0
"Cereals","Maize","WH202","LOAM","CLAY LOAM","CLAY","5",8,12,35,450,750,0,1500,1,1,1,0
"Cereals","Maize","WH301","LOAM","CLAY LOAM","CLAY","5",8,12,35,450,750,0,1500,1,1,1,0
"Cereals","Maize","WH302","LOAM","CLAY LOAM","CLAY","5",8,12,35,450,750,0,1500,0,0,1,0
